restaurant_name,location,cuisines,cost_for_two,rating,cuisine_tags,quality_score
Samudra Restaurant,Vijay Nagar,"North Indian, Chinese, Seafood",,,"North Indian,Chinese,Seafood",1
Yumjar,Rajajinagar,"Fast Food, Beverages, Desserts",,,"Fast Food,Beverages,Desserts",1
Trofi N Treats,Vijay Nagar,"Rolls, Fast Food",,,"Rolls,Fast Food",1
Beijing Bites,Rajajinagar,"Chinese, Thai",,,"Chinese,Thai",1
Donne Biriyani Mane,Vijay Nagar,"Biryani, Kebab",,,"Biryani,Kebab",1
Kettle & Kegs,Rajajinagar,"Tea, Beverages",,,"Tea,Beverages",1
SGS Non Veg - Gundu Pulav,Rajajinagar,"Biryani, Fast Food",,,"Biryani,Fast Food",1
Kubera Veg and Non-Veg,Vijay Nagar,"Andhra, Chinese, South Indian",,,"Andhra,Chinese,South Indian",1
Savji's Roll 'N' Biryani,Vijay Nagar,"North Indian, Chinese, Biryani, Rolls",,,"North Indian,Chinese,Biryani,Rolls",1
A2B Veg - Adyar Ananda Bhavan,Rajajinagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",,,"South Indian,North Indian,Chinese,Street Food,Fast Food",1
Gowda's Biriyani Corner,Vijay Nagar,"North Indian, South Indian, Biryani",,,"North Indian,South Indian,Biryani",1
BDBD Banashri Davangere Benne Dose Hotel,Vijay Nagar,South Indian,,,South Indian,1
By 2 Coffee,Vijay Nagar,South Indian,,,South Indian,1
Nandhana Palace,Rajajinagar,"Andhra, Biryani, North Indian, Chinese",,,"Andhra,Biryani,North Indian,Chinese",1
Mayura 1989,Rajajinagar,"Andhra, Continental, Chinese",,,"Andhra,Continental,Chinese",1
New Prashanth Hotel,Basaveshwara Nagar,"South Indian, Biryani, Chinese, North Indian",,,"South Indian,Biryani,Chinese,North Indian",1
Hotel Karavali Fish Palace,Rajajinagar,"Seafood, South Indian, Chinese",,,"Seafood,South Indian,Chinese",1
Brahmins' Thatte Idli,Rajajinagar,South Indian,,,South Indian,1
Shanthi Sagar,Basaveshwara Nagar,"South Indian, North Indian, Chinese, Street Food, Beverages",,,"South Indian,North Indian,Chinese,Street Food,Beverages",1
Donne Biryani House,Rajajinagar,Biryani,,,Biryani,1
Thanco's Natural Ice Cream,Rajajinagar,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Chickpet Donne Biryani House,Vijay Nagar,Biryani,,,Biryani,1
Frozen Bottle,Basaveshwara Nagar,"Beverages, Desserts",,,"Beverages,Desserts",1
Dharwad Line Bazar Mishra Pedha,Rajajinagar,Desserts,,,Desserts,1
Dose Mane,Rajajinagar,South Indian,,,South Indian,1
Dhana Lakshmi Family Restaurant,Rajajinagar,"Chinese, North Indian",,,"Chinese,North Indian",1
Nimma Dharwad Mane,Rajajinagar,South Indian,,,South Indian,1
Samudra Restaurant,Rajajinagar,North Indian,,,North Indian,1
Lassi & Cream,Rajajinagar,Fast Food,,,Fast Food,1
Sri Venkateshwara Utsav,Rajajinagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Satyam Sweets,Rajajinagar,"Mithai, Street Food",,,"Mithai,Street Food",1
Dhanya Nati Style Restaurant,Rajajinagar,South Indian,,,South Indian,1
Biriyani Adda,Rajajinagar,"Biryani, Fast Food",,,"Biryani,Fast Food",1
The Cake Factory,Rajajinagar,Bakery,,,Bakery,1
Bombay Kulfis,Rajajinagar,Ice Cream,,,Ice Cream,1
Gowdru Mane Bhaduta,Rajajinagar,"North Indian, South Indian",,,"North Indian,South Indian",1
The Right Moo Organic Icecreams,Rajajinagar,Desserts,,,Desserts,1
Mallnad Hotel,Rajajinagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Shradhi Lunch Home,Rajajinagar,"Mughlai, North Indian, Chinese",,,"Mughlai,North Indian,Chinese",1
Star Biryani & Kebab Centre,Rajajinagar,"Biryani, Kebab",,,"Biryani,Kebab",1
Next Corner,Rajajinagar,North Indian,,,North Indian,1
Hotel Udupi Sagar,Rajajinagar,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Ambika Biryani Corner,Rajajinagar,Biryani,,,Biryani,1
Just Bake,Rajajinagar,Bakery,,,Bakery,1
New Prashantha Naati Corner,Rajajinagar,South Indian,,,South Indian,1
Papanna's Biriyani,Basaveshwara Nagar,"Biryani, South Indian",,,"Biryani,South Indian",1
MouthFull Of Cake,Basaveshwara Nagar,Desserts,,,Desserts,1
Cakeport,Magadi Road,"Bakery, Desserts",,,"Bakery,Desserts",1
Sri Prasanna Military Hotel,Magadi Road,South Indian,,,South Indian,1
Parinitha Biryani Corner,Magadi Road,"Biryani, Kebab",,,"Biryani,Kebab",1
Ajantha Hotel,Magadi Road,"North Indian, South Indian",,,"North Indian,South Indian",1
Benaka Sweets,Vijay Nagar,Mithai,,,Mithai,1
Park View Restaurant,Vijay Nagar,"North Indian, Chinese, Continental",,,"North Indian,Chinese,Continental",1
Kentaky Fast Food,Basaveshwara Nagar,"North Indian, Chinese, Seafood",,,"North Indian,Chinese,Seafood",1
Namana Restaurant,Basaveshwara Nagar,"North Indian, Chinese, Mangalorean",,,"North Indian,Chinese,Mangalorean",1
Samruddhi - The Perfect Dine,Basaveshwara Nagar,"South Indian, North Indian, Arabian, Continental",,,"South Indian,North Indian,Arabian,Continental",1
Chopstick World,Basaveshwara Nagar,"Chinese, North Indian",,,"Chinese,North Indian",1
Grits Cafe,Magadi Road,"Fast Food, Bakery",,,"Fast Food,Bakery",1
Garden City Mobile Biryani,West Bangalore,Biryani,,,Biryani,1
Sapthagiri Non Veg,Basaveshwara Nagar,Fast Food,,,Fast Food,1
Zaayeqa Multi Cuisine Restaurant,Basaveshwara Nagar,"Mughlai, North Indian, Chinese",,,"Mughlai,North Indian,Chinese",1
Krazy Adda,Basaveshwara Nagar,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Sri Balaji Juice And Chats,Vijay Nagar,"Fast Food, Beverages",,,"Fast Food,Beverages",1
F.M Biryani Paradise,Vijay Nagar,Biryani,,,Biryani,1
Sandwich Corner,Basaveshwara Nagar,Sandwich,,,Sandwich,1
Cake of the day,Basaveshwara Nagar,Desserts,,,Desserts,1
The B2B Cart,West Bangalore,Fast Food,,,Fast Food,1
Berrylicious,Basaveshwara Nagar,"Ice Cream, Desserts, Bakery",,,"Ice Cream,Desserts,Bakery",1
Sri Gundappa Sweets,Basaveshwara Nagar,Mithai,,,Mithai,1
BBQ Nation Delivery,Basaveshwara Nagar,"Bbq, Mughlai",,,"Bbq,Mughlai",1
Srushti Veg,Majestic,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Swathi Delux,Majestic,"North Indian, Chinese, Andhra",,,"North Indian,Chinese,Andhra",1
Cream and Bakes,Basaveshwara Nagar,Desserts,,,Desserts,1
Bansuri Sweets,Basaveshwara Nagar,"Mithai, North Indian, Street Food",,,"Mithai,North Indian,Street Food",1
Bindu Sri Nati Style Hotel,Basaveshwara Nagar,South Indian,,,South Indian,1
U K Saviruchi Food Store,Vijay Nagar,"South Indian, North Indian",,,"South Indian,North Indian",1
Public Cafe,Basaveshwara Nagar,Continental,,,Continental,1
KOOL-JOINT,Basaveshwara Nagar,"Ice Cream, Fast Food, Beverages",,,"Ice Cream,Fast Food,Beverages",1
Kake Ka Hotel,Basaveshwara Nagar,North Indian,,,North Indian,1
Hungry Folks Snacks Drinks,Basaveshwara Nagar,Fast Food,,,Fast Food,1
Mayur Veg Restaurant,Vijay Nagar,"South Indian, Chinese, North Indian, Juices",,,"South Indian,Chinese,North Indian,Juices",1
Cauvery Punjabi Khana,Majestic,"North Indian, South Indian",,,"North Indian,South Indian",1
Ministry of Burger,Basaveshwara Nagar,Continental,,,Continental,1
Cauvery Veg Restaurant,Majestic,North Indian,,,North Indian,1
Ma~Ga~Di,Vijay Nagar,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Srinathji's,Vijay Nagar,"Bakery, Desserts",,,"Bakery,Desserts",1
Lucky Bites,Vijay Nagar,"Fast Food, Chinese",,,"Fast Food,Chinese",1
Sethi's,Basaveshwara Nagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Amma's Pastries,Rajajinagar,"Bakery, Desserts",,,"Bakery,Desserts",1
Just bake,Rajajinagar,Bakery,,,Bakery,1
Sweet Chariot,Rajajinagar,"Bakery, Fast Food",,,"Bakery,Fast Food",1
Golawala,Rajajinagar,Desserts,,,Desserts,1
Nandhana Mithai,Rajajinagar,"Mithai, Desserts",,,"Mithai,Desserts",1
Shanthala Icecreams,Rajajinagar,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Asha Sweets Centre,Rajajinagar,"Mithai, Street Food",,,"Mithai,Street Food",1
Bakers Paradise,Rajajinagar,"Bakery, Desserts, Beverages",,,"Bakery,Desserts,Beverages",1
Natural Ice Cream,Basaveshwara Nagar,"Ice Cream, Beverages",,,"Ice Cream,Beverages",1
Ice Fort,Basaveshwara Nagar,Ice Cream,,,Ice Cream,1
KC Das,Basaveshwara Nagar,"Mithai, Street Food",,,"Mithai,Street Food",1
Iyengar Bakery,Basaveshwara Nagar,Bakery,,,Bakery,1
Pavitra Paradise,Basaveshwara Nagar,"Bakery, Desserts",,,"Bakery,Desserts",1
Keventers,Basaveshwara Nagar,"Beverages, Desserts, Ice Cream",,,"Beverages,Desserts,Ice Cream",1
Just Bake,Basaveshwara Nagar,Bakery,,,Bakery,1
Asha Food Camp,Rajajinagar,"Desserts, North Indian, Chinese",,,"Desserts,North Indian,Chinese",1
Kava Bar - Fairfield By Marriott,Rajajinagar,"North Indian, South Indian, Continental",,,"North Indian,South Indian,Continental",1
Chord Road Resto-Bar,Rajajinagar,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Momos Bite & Cane Hut,Rajajinagar,"Chinese, Fast Food, Beverages",,,"Chinese,Fast Food,Beverages",1
Chikkanna Biryani Hotel,Basaveshwara Nagar,"South Indian, Biryani",,,"South Indian,Biryani",1
H3O,Rajajinagar,"North Indian, Chinese",,,"North Indian,Chinese",1
Westin - Vyasa Paradise,Rajajinagar,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
White Smoke Barbeque- Fairfield by Marriott,Rajajinagar,"Mediterranean, Bbq",,,"Mediterranean,Bbq",1
Hotel Aditya,Rajajinagar,"South Indian, Biryani",,,"South Indian,Biryani",1
Gulbarga Refreshment,Rajajinagar,South Indian,,,South Indian,1
Domino's Pizza,Rajajinagar,"Pizza, Fast Food",,,"Pizza,Fast Food",1
Gobi Corner,Rajajinagar,Chinese,,,Chinese,1
Hatti Kaapi,Rajajinagar,"Beverages, South Indian",,,"Beverages,South Indian",1
New Udupi Grand,Rajajinagar,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
New Karnataka Hindu Military Hotel,Rajajinagar,South Indian,,,South Indian,1
Thindi Mane,Rajajinagar,South Indian,,,South Indian,1
Shri Guru Ragavendhra Tiffen & Coffee Bar,Rajajinagar,South Indian,,,South Indian,1
Sowmya Ambur Hot Dum Biryani,Rajajinagar,"Biryani, Kebab",,,"Biryani,Kebab",1
New Bangarpet Snacks,Rajajinagar,Street Food,,,Street Food,1
Hotal Kalabhairaveshwar,Rajajinagar,"South Indian, Biryani",,,"South Indian,Biryani",1
Ganga Sagar,Rajajinagar,Street Food,,,Street Food,1
Sannidhi Grand,Rajajinagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Best Biryani,Rajajinagar,"North Indian, Biryani, Desserts",,,"North Indian,Biryani,Desserts",1
Pizza Hut,Rajajinagar,"Pizza, Fast Food",,,"Pizza,Fast Food",1
Donne Biriyani Mane,Basaveshwara Nagar,Biryani,,,Biryani,1
Sloshed,Basaveshwara Nagar,"Arabian, Chinese, Continental, North Indian, Finger Food",,,"Arabian,Chinese,Continental,North Indian,Finger Food",1
Kanti Sweets,Basaveshwara Nagar,"Mithai, Street Food",,,"Mithai,Street Food",1
Cafe Coffee Day,Basaveshwara Nagar,"Cafe, Fast Food",,,"Cafe,Fast Food",1
Planet I Bar,Basaveshwara Nagar,"Continental, Chinese, North Indian, Finger Food",,,"Continental,Chinese,North Indian,Finger Food",1
Thindi Palace,Basaveshwara Nagar,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Hotel Sai Grand,Basaveshwara Nagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Priyadarshini Grand,Basaveshwara Nagar,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Sri Maruthi Hotel,Basaveshwara Nagar,South Indian,,,South Indian,1
Davanagere Butter Dosa Hotel,Basaveshwara Nagar,South Indian,,,South Indian,1
Bangarpet Chats,Basaveshwara Nagar,Street Food,,,Street Food,1
Srinidhi Donne Biryani,Basaveshwara Nagar,Biryani,,,Biryani,1
'Brahmins' Thatte Idli,Basaveshwara Nagar,South Indian,,,South Indian,1
Biryani Treat,Basaveshwara Nagar,Biryani,,,Biryani,1
S.L.V. Chats Corner,Basaveshwara Nagar,"Street Food, Beverages",,,"Street Food,Beverages",1
Indian Chicken Biryani Point,Basaveshwara Nagar,Biryani,,,Biryani,1
A-one Dum Biryani,Basaveshwara Nagar,Biryani,,,Biryani,1
Venkat Naidu Restaurant,Basaveshwara Nagar,"Biryani, Kebab, South Indian",,,"Biryani,Kebab,South Indian",1
Annapurna Veg,Basaveshwara Nagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Tango,Basaveshwara Nagar,Fast Food,,,Fast Food,1
Chandus Hotel,Basaveshwara Nagar,South Indian,,,South Indian,1
Banashankari Biryani Mane,Basaveshwara Nagar,"Biryani, Fast Food",,,"Biryani,Fast Food",1
Karnataka Biryani Point,Basaveshwara Nagar,Biryani,,,Biryani,1
Sri Durga Bhavani Biryani Point,Basaveshwara Nagar,Biryani,,,Biryani,1
Kushi Juice Point,Basaveshwara Nagar,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Shri Sai By 2 Coffee,Basaveshwara Nagar,"South Indian, Chinese",,,"South Indian,Chinese",1
A1 Ambur Dum Biryani And Parota Centre,Basaveshwara Nagar,Biryani,,,Biryani,1
Hamsa Sagar,Basaveshwara Nagar,"South Indian, Chinese",,,"South Indian,Chinese",1
Jay Bhavani,Vijay Nagar,"North Indian, Street Food, Pizza",,,"North Indian,Street Food,Pizza",1
Olive Tree,Magadi Road,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Sagar,Vijay Nagar,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Rajanna Military Hotel,Magadi Road,Biryani,,,Biryani,1
Udupi Upachar,Magadi Road,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Chillies Restaurant,Majestic,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Neethus Kitchen & Restaurant,Majestic,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
Hotel Karavali,Vijay Nagar,"South Indian, Chinese",,,"South Indian,Chinese",1
Udupi Ruchi,Vijay Nagar,South Indian,,,South Indian,1
Hot Coffee,Vijay Nagar,South Indian,,,South Indian,1
Amantrana,Magadi Road,"North Indian, South Indian",,,"North Indian,South Indian",1
New Udupi Grand Hotel,Magadi Road,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Akshatha Nati Style,Vijay Nagar,"South Indian, Chinese, North Indian",,,"South Indian,Chinese,North Indian",1
Utsava Grand,Majestic,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Wood Rose,Seshadripuram,"North Indian, Chinese, Continental",,,"North Indian,Chinese,Continental",1
Hotel New Grand,Majestic,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Comesum Food Plaza,Majestic,"South Indian, Chinese",,,"South Indian,Chinese",1
New Kabadi Military Hotel,Magadi Road,"South Indian, Biryani",,,"South Indian,Biryani",1
Hare Krishna,Majestic,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Pavana Veg Restaurant,Majestic,"North Indian, South Indian, Chinese, Street Food",,,"North Indian,South Indian,Chinese,Street Food",1
Sipp N Cool,Magadi Road,Fast Food,,,Fast Food,1
Amma's Thindi,Magadi Road,South Indian,,,South Indian,1
Nandikeshwara Tiffin Centre,Magadi Road,South Indian,,,South Indian,1
Indian Chicken Biryani Point,Vijay Nagar,Biryani,,,Biryani,1
Dosa Cafe,Vijay Nagar,South Indian,,,South Indian,1
Hotel Shri Raghavendra,Majestic,"South Indian, North Indian",,,"South Indian,North Indian",1
Karnataka Briyani point,Peenya,"North Indian, Chinese",,,"North Indian,Chinese",1
Jameela Hotel,Magadi Road,Biryani,,,Biryani,1
Swathi Greenland,Vijay Nagar,"Andhra, North Indian, Chinese",,,"Andhra,North Indian,Chinese",1
Cafe Coffee Day,Residency Road,"Cafe, Fast Food",,,"Cafe,Fast Food",1
Lassi Shop,Seshadripuram,"Beverages, Ice Cream",,,"Beverages,Ice Cream",1
Cafe Coffee Day,Seshadripuram,"Cafe, Fast Food",,,"Cafe,Fast Food",1
MYCAKESHOP,Wilson Garden,"Bakery, Desserts",,,"Bakery,Desserts",1
Gelato Italiano,Residency Road,"Ice Cream, Bakery, Desserts",,,"Ice Cream,Bakery,Desserts",1
RS Shiv Sagar Express,Residency Road,"South Indian, North Indian, Chinese, Fast Food",,,"South Indian,North Indian,Chinese,Fast Food",1
Creamvilla,Sarjapur Road,"Cafe, Desserts, Ice Cream",,,"Cafe,Desserts,Ice Cream",1
Gabbar Chai,Sarjapur Road,"Cafe, Tea",,,"Cafe,Tea",1
Ella's Petscape Cafe,Sarjapur Road,"Cafe, Fast Food, Sandwich, Pizza",,,"Cafe,Fast Food,Sandwich,Pizza",1
Cafe Chaippu,Sarjapur Road,"Kerala, Coffee",,,"Kerala,Coffee",1
Kolkata Rolls & Fast food,Hsr,"Rolls, Fast Food",,,"Rolls,Fast Food",1
Bangalore Agarwal Bhavan,Sarjapur Road,"North Indian, Street Food, Mithai",,,"North Indian,Street Food,Mithai",1
Polar Bear,Sarjapur Road,"Desserts, Ice Cream, Beverages, Sandwich",,,"Desserts,Ice Cream,Beverages,Sandwich",1
Husband's Kitchen,Sarjapur Road,"Fast Food, North Indian",,,"Fast Food,North Indian",1
Fill A Belly Restaurant,Sarjapur Road,"North Indian, Chinese, Fast Food",,,"North Indian,Chinese,Fast Food",1
Hungry Bird,Sarjapur Road,"North Indian, Chinese, Biryani",,,"North Indian,Chinese,Biryani",1
Chatori Tongue,Sarjapur Road,Street Food,,,Street Food,1
American Bites,Sarjapur Road,Fast Food,,,Fast Food,1
Priyadarshini,Sarjapur Road,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Faasos,Sarjapur Road,"North Indian, Biryani, Fast Food",,,"North Indian,Biryani,Fast Food",1
Swadist Pakhal Restaurant,Sarjapur Road,"North Indian, Chinese, Bengali",,,"North Indian,Chinese,Bengali",1
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Sarjapur Road,Continental,,,Continental,1
Sasu Maa Ki Rasoi,Sarjapur Road,"North Indian, Chinese",,,"North Indian,Chinese",1
Melting Cakes,Sarjapur Road,Bakery,,,Bakery,1
Pizza Hut,Sarjapur Road,"Pizza, Fast Food",,,"Pizza,Fast Food",1
Bearful,Sarjapur Road,"Continental, North Indian, Chinese, Pizza",,,"Continental,North Indian,Chinese,Pizza",1
Venkataramana Nellore Mess,Hsr,"Andhra, South Indian",,,"Andhra,South Indian",1
Badey Miyan Chote Miyan,Sarjapur Road,Biryani,,,Biryani,1
Just Yum,Sarjapur Road,"North Indian, Chinese",,,"North Indian,Chinese",1
Kitchen Boy,Sarjapur Road,"North Indian, Fast Food",,,"North Indian,Fast Food",1
Cane Crussh,Sarjapur Road,Juices,,,Juices,1
Pepper Grand.com,Sarjapur Road,North Indian,,,North Indian,1
Oogway express,Bellandur,"Chinese, Thai, Momos",,,"Chinese,Thai,Momos",1
Ustaad Biryani,Bellandur,Biryani,,,Biryani,1
California Burrito,Sarjapur Road,"Mexican, Fast Food",,,"Mexican,Fast Food",1
Zayakedar,Sarjapur Road,"North Indian, Chinese",,,"North Indian,Chinese",1
Rural Blues,Sarjapur Road,"European, Mediterranean, Asian, North Indian, South Indian, Momos",,,"European,Mediterranean,Asian,North Indian,South Indian,Momos",1
Theeram Restaurant,Sarjapur Road,"North Indian, Kerala",,,"North Indian,Kerala",1
Birbal Darbar,Sarjapur Road,"North Indian, Chinese, Biryani",,,"North Indian,Chinese,Biryani",1
Mira's Ranna-Ghor,Sarjapur Road,Bengali,,,Bengali,1
Via Milano,Sarjapur Road,"Salad, Italian, Desserts, Pizza",,,"Salad,Italian,Desserts,Pizza",1
Yummy,Sarjapur Road,"Biryani, North Indian, Chinese, Kerala",,,"Biryani,North Indian,Chinese,Kerala",1
Kabab World,Sarjapur Road,"North Indian, Chinese",,,"North Indian,Chinese",1
Amruth Parkland,Sarjapur Road,"North Indian, Chinese",,,"North Indian,Chinese",1
Laziz Pizza,Sarjapur Road,"Sandwich, Fast Food, Pizza",,,"Sandwich,Fast Food,Pizza",1
Hashery Family Restaurant,Sarjapur Road,"North Indian, South Indian, Arabian",,,"North Indian,South Indian,Arabian",1
Bunker Restaurant,Sarjapur Road,"North Indian, South Indian, Fast Food, Momos",,,"North Indian,South Indian,Fast Food,Momos",1
Home Tiff-INN's,Sarjapur Road,"South Indian, Chettinad",,,"South Indian,Chettinad",1
Wood Castle,Sarjapur Road,"North Indian, Chinese, Beverages",,,"North Indian,Chinese,Beverages",1
Atithi Grand,Sarjapur Road,South Indian,,,South Indian,1
The Chef Couple,Sarjapur Road,"North Indian, Mughlai, Chinese",,,"North Indian,Mughlai,Chinese",1
Andhra & Chettinad Cuisine,Sarjapur Road,"South Indian, Andhra, Biryani",,,"South Indian,Andhra,Biryani",1
Ivy Park,Sarjapur Road,"South Indian, Kerala, North Indian, Chinese",,,"South Indian,Kerala,North Indian,Chinese",1
The Lakefront Kitchen,Electronic City,"North Indian, Chinese, Mughlai",,,"North Indian,Chinese,Mughlai",1
Delicate Bites,Sarjapur Road,"Bakery, Desserts",,,"Bakery,Desserts",1
Atithi Aharadhama,Sarjapur Road,South Indian,,,South Indian,1
Mane Ruchii,Sarjapur Road,"South Indian, Chinese, Kebab",,,"South Indian,Chinese,Kebab",1
Onety 1,Sarjapur Road,"Chinese, Fast Food, Biryani",,,"Chinese,Fast Food,Biryani",1
Chaska Box,Sarjapur Road,"Bakery, Desserts",,,"Bakery,Desserts",1
Halli Mane Biriyani,Sarjapur Road,"South Indian, Biryani",,,"South Indian,Biryani",1
Goodness! Beverages,Sarjapur Road,Beverages,,,Beverages,1
Grandma's Recipe,Sarjapur Road,"Biryani, Kebab, Kerala",,,"Biryani,Kebab,Kerala",1
Hash Caff Restaurant,Sarjapur Road,"South Indian, Chinese",,,"South Indian,Chinese",1
Sapfresh,Sarjapur Road,Beverages,,,Beverages,1
The Dreamy Oven,Sarjapur Road,"Bakery, Salad",,,"Bakery,Salad",1
Neema Restaurant,Sarjapur Road,"Chinese, Nepalese, Tibetan",,,"Chinese,Nepalese,Tibetan",1
Andhra Vantillu,Sarjapur Road,South Indian,,,South Indian,1
Diana Fast Food Center,Sarjapur Road,"Bengali, Chinese, Fast Food, Kebab, North Indian, Oriya, Rolls, Tea",,,"Bengali,Chinese,Fast Food,Kebab,North Indian,Oriya,Rolls,Tea",1
Ritzbake,Sarjapur Road,"Bakery, Desserts",,,"Bakery,Desserts",1
La Mirch,Sarjapur Road,"North Indian, Kashmiri",,,"North Indian,Kashmiri",1
Bathinda Junction,Sarjapur Road,"North Indian, Mughlai",,,"North Indian,Mughlai",1
Harbour 4,Sarjapur Road,"Chinese, Charcoal Chicken, North Indian",,,"Chinese,Charcoal Chicken,North Indian",1
Cranganore House,Sarjapur Road,Seafood,,,Seafood,1
Happy House Restaurant,Sarjapur Road,"Kerala, North Indian, Italian, Thai",,,"Kerala,North Indian,Italian,Thai",1
Food Express,Sarjapur Road,North Indian,,,North Indian,1
Sanyogita's,Sarjapur Road,North Indian,,,North Indian,1
Lazeez Corner,Bommanahalli,"North Indian, Mughlai, Chinese",,,"North Indian,Mughlai,Chinese",1
Peek a Brew,Sarjapur Road,"Fast Food, Beverages",,,"Fast Food,Beverages",1
Taza Tawa,Sarjapur Road,"North Indian, Chinese, Kebab, Beverages",,,"North Indian,Chinese,Kebab,Beverages",1
Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,Bellandur,"North Indian, Chinese",,,"North Indian,Chinese",1
Sana's Restaurant,Sarjapur Road,"Biryani, Chettinad, South Indian, Chinese",,,"Biryani,Chettinad,South Indian,Chinese",1
MK Dabbawala,Sarjapur Road,North Indian,,,North Indian,1
Delhi Food Factory,Sarjapur Road,North Indian,,,North Indian,1
XO Belgian Waffle,Sarjapur Road,"Desserts, Beverages",,,"Desserts,Beverages",1
Bombay Kulfis,Sarjapur Road,Ice Cream,,,Ice Cream,1
Kanti Sweets,Sarjapur Road,"Mithai, Street Food",,,"Mithai,Street Food",1
Chef Baker's,Sarjapur Road,Bakery,,,Bakery,1
Baskin Robbins,Sarjapur Road,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
I-Scream'd,Sarjapur Road,Ice Cream,,,Ice Cream,1
Sanskriti Sweets N Chaats,Sarjapur Road,"Mithai, Street Food",,,"Mithai,Street Food",1
Keventers,Sarjapur Road,"Beverages, Desserts, Ice Cream",,,"Beverages,Desserts,Ice Cream",1
The Rasaganga,Sarjapur Road,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Mandara - Imera Spa & Resort,Sarjapur Road,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Spinach Family Restaurant,Sarjapur Road,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
Hotel Narmada Andhra Style,Sarjapur Road,"Andhra, South Indian",,,"Andhra,South Indian",1
Vazhiyoram Restaurant,Sarjapur Road,"Kerala, South Indian",,,"Kerala,South Indian",1
Lee Momoz,Sarjapur Road,"Chinese, Tibetan, Momos",,,"Chinese,Tibetan,Momos",1
Amma Family Restaurant,Sarjapur Road,"Kerala, South Indian",,,"Kerala,South Indian",1
Four Seasons,Sarjapur Road,"Fast Food, North Indian",,,"Fast Food,North Indian",1
Reddy Hotel,Sarjapur Road,South Indian,,,South Indian,1
Sri Ganesh Upahar,Sarjapur Road,South Indian,,,South Indian,1
Pizza Da Dhaba,Sarjapur Road,"North Indian, Pizza",,,"North Indian,Pizza",1
Cafe Fontana,Sarjapur Road,"South Indian, Burger, Fast Food",,,"South Indian,Burger,Fast Food",1
Hotel Udupi Gokul Grand,Sarjapur Road,"South Indian, Chinese",,,"South Indian,Chinese",1
Eatery 19/5,Sarjapur Road,"Chinese, Biryani, North Indian, Beverages",,,"Chinese,Biryani,North Indian,Beverages",1
TherPUP - a Dog Cafe,Whitefield,Cafe,,,Cafe,1
Onesta,Whitefield,"Pizza, Cafe, Italian",,,"Pizza,Cafe,Italian",1
Barley & Grapes Cafe,Whitefield,"Cafe, Italian, Continental",,,"Cafe,Italian,Continental",1
Lot Like Crepes & Cafe,Whitefield,"Cafe, Continental, Desserts",,,"Cafe,Continental,Desserts",1
Blue Tokai Coffee Roasters,Whitefield,Cafe,,,Cafe,1
Kalmane Koffees,Whitefield,Cafe,,,Cafe,1
